"","idencuesta","estrato","estrato_name","cod_zona","ola_w03","ola_w06","pct_hacinamiento","pct_viv_precaria","pct_desempleo","low_educ","high_educ","youth_nini","teen_pregnancy","pop_density","pct_migrant","insecurity","comuna","nse_barrio","nse_barrio_norm"
"1270",13121036,1,"Greater Santiago","13121071004",1,1,0.107421875,0.1884765625,0.105876393110436,0.543478260869565,0.0415314730694354,0.248046875,0.0575916230366492,17992.7984701711,0.0165082541270635,0.522789067625,13121,-2.83472230631695,0.398381489191794
"1271",13121037,1,"Greater Santiago","13121071004",1,1,0.107421875,0.1884765625,0.105876393110436,0.543478260869565,0.0415314730694354,0.248046875,0.0575916230366492,17992.7984701711,0.0165082541270635,0.522789067625,13121,-2.83472230631695,0.398381489191794
"1272",13122016,1,"Greater Santiago","13122021004",1,1,0.134959349593496,0.21869918699187,0.0694755714926042,0.4765625,0.0521875,0.148745519713262,0.0378378378378378,16869.6089845878,0.0183508686077808,0.519885207272727,13122,-1.29963818376779,0.529951354097738
"1273",13122017,1,"Greater Santiago","13122021004",1,1,0.134959349593496,0.21869918699187,0.0694755714926042,0.4765625,0.0521875,0.148745519713262,0.0378378378378378,16869.6089845878,0.0183508686077808,0.519885207272727,13122,-1.29963818376779,0.529951354097738
"1274",13122025,1,"Greater Santiago","13122031007",1,1,0.00785973397823458,0.0114873035066505,0.0549033149171271,0.131702127659574,0.486595744680851,0.075139146567718,0.005249343832021,8603.44852125086,0.0186561003797259,0.383261058409091,13122,3.17139611928617,0.913157310436988
"1275",13122041,1,"Greater Santiago","13122061004",1,1,0.146695715323166,0.248366013071895,0.0825617283950617,0.503733333333333,0.0392,0.207518796992481,0.0291666666666667,16563.3802816901,0.0140056022408964,0.55324902745,13122,-2.11842079756281,0.45977466716448
"1276",13122044,1,"Greater Santiago","13122061004",1,1,0.146695715323166,0.248366013071895,0.0825617283950617,0.503733333333333,0.0392,0.207518796992481,0.0291666666666667,16563.3802816901,0.0140056022408964,0.55324902745,13122,-2.11842079756281,0.45977466716448
"1277",13122046,1,"Greater Santiago","13122061004",1,1,0.146695715323166,0.248366013071895,0.0825617283950617,0.503733333333333,0.0392,0.207518796992481,0.0291666666666667,16563.3802816901,0.0140056022408964,0.55324902745,13122,-2.11842079756281,0.45977466716448
"1278",13122051,1,"Greater Santiago","13122081001",1,1,0.119191919191919,0.195959595959596,0.0717863105175292,0.413550536838208,0.0895964457608293,0.130977130977131,0.037037037037037,12311.5577889447,0.0121265897663413,0.4683411401,13122,-0.80675458842692,0.572195702209206
"1279",13122052,1,"Greater Santiago","13122081001",1,1,0.119191919191919,0.195959595959596,0.0717863105175292,0.413550536838208,0.0895964457608293,0.130977130977131,0.037037037037037,12311.5577889447,0.0121265897663413,0.4683411401,13122,-0.80675458842692,0.572195702209206
"1280",13122065,1,"Greater Santiago","13122101002",1,1,0.131856540084388,0.234177215189873,0.0712484237074401,0.485878018829308,0.0605812525583299,0.171052631578947,0.0378787878787879,12246.0186710599,0.00928891736066624,0.5246588647,13122,-1.51447228811443,0.511538230236396
"1281",13122066,1,"Greater Santiago","13122101002",1,1,0.131856540084388,0.234177215189873,0.0712484237074401,0.485878018829308,0.0605812525583299,0.171052631578947,0.0378787878787879,12246.0186710599,0.00928891736066624,0.5246588647,13122,-1.51447228811443,0.511538230236396
"1282",13122074,1,"Greater Santiago","13122111005",1,1,0.111035883547732,0.0934326337169939,0.0729099157485418,0.538076835644465,0.02977949533985,0.174721189591078,0.0709459459459459,27467.2220381502,0.00982250560055144,0.526769627228261,13122,-1.56841295847366,0.506915052517435
"1283",13122076,1,"Greater Santiago","13122111005",1,1,0.111035883547732,0.0934326337169939,0.0729099157485418,0.538076835644465,0.02977949533985,0.174721189591078,0.0709459459459459,27467.2220381502,0.00982250560055144,0.526769627228261,13122,-1.56841295847366,0.506915052517435
"1284",13122077,1,"Greater Santiago","13122111005",1,1,0.111035883547732,0.0934326337169939,0.0729099157485418,0.538076835644465,0.02977949533985,0.174721189591078,0.0709459459459459,27467.2220381502,0.00982250560055144,0.526769627228261,13122,-1.56841295847366,0.506915052517435
"1285",13123016,1,"Greater Santiago","13123011008",1,1,0.0256739409499358,0.00770218228498074,0.0532019704433498,0.0672023374726077,0.585829072315559,0.0634146341463415,0,15979.9768964189,0.0548192771084337,0.504863118125,13123,3.59439340123343,0.94941180256799
"1286",13123026,1,"Greater Santiago","13123021004",1,1,0.0126671358198452,0.00211118930330753,0.0568065506653019,0.119858611825193,0.459511568123393,0.0594262295081967,0.00657894736842105,27056.4340635427,0.0260053619302949,0.431988835,13123,3.18741651746423,0.914530395854957
"1287",13123028,1,"Greater Santiago","13123021004",1,1,0.0126671358198452,0.00211118930330753,0.0568065506653019,0.119858611825193,0.459511568123393,0.0594262295081967,0.00657894736842105,27056.4340635427,0.0260053619302949,0.431988835,13123,3.18741651746423,0.914530395854957
"1288",13123031,1,"Greater Santiago","13123031006",1,1,0.0396270396270396,0.00582750582750583,0.033112582781457,0.0676328502415459,0.612836438923395,0.0337078651685393,0,12904.2587255844,0.0688585607940447,0.5117240834375,13123,4.16613529597884,0.998414982750588
"1289",13123044,1,"Greater Santiago","13123041002",1,1,0.0194309507286607,0.00346981263011797,0.0354755784061697,0.0614359733530718,0.691339748334567,0.0842911877394636,0.0298507462686567,17635.9338061466,0.0247244563598451,0.398697003125,13123,3.756198835637,0.963279914961838
